y,val
0.0000,1507.4527
100.0000,1507.0741
200.0000,1506.0209
300.0000,1504.3472
400.0000,1502.1451
500.0000,1499.5418
600.0000,1496.6955
700.0000,1493.7719
800.0000,1490.9200
900.0000,1488.2712
1000.0000,1485.9386
1100.0000,1484.0177
1200.0000,1482.5889
1300.0000,1481.7200
1400.0000,1481.4699
1500.0000,1481.8277
1600.0000,1482.7678
1700.0000,1484.2543
1800.0000,1486.2726
1900.0000,1488.6907
2000.0000,1491.3862
2100.0000,1494.2515
2200.0000,1497.1632
2300.0000,1500.0133
2400.0000,1502.6956
2500.0000,1505.1419
2600.0000,1507.3013
2700.0000,1509.1383
2800.0000,1510.7221
2900.0000,1512.0394
3000.0000,1513.0937
3100.0000,1513.9177
3200.0000,1514.5606
3300.0000,1515.0533
3400.0000,1515.4341
3500.0000,1515.7536
3600.0000,1516.0687
3700.0000,1516.4501
3800.0000,1516.9911
3900.0000,1517.8098
4000.0000,1519.0514
4100.0000,1520.8254
4200.0000,1522.9629
4300.0000,1525.2707
4400.0000,1527.5497
4500.0000,1529.5949
4600.0000,1531.2959
4700.0000,1532.5749
4800.0000,1533.3745
4900.0000,1533.6564
5000.0000,1533.6564
