x_pos,y_pos
1000.0,895.1612903225807
777.7777777777778,24.193548387096776
1888.888888888889,24.193548387096776
1000.0,1330.6451612903227
1000.0,750.0
1000.0,169.35483870967744
1000.0,459.6774193548387
333.33333333333337,24.193548387096776
1444.4444444444446,24.193548387096776
1000.0,1185.483870967742
1000.0,314.5161290322581
1000.0,604.8387096774194
555.5555555555555,24.193548387096776
111.11111111111111,24.193548387096776
1666.6666666666667,24.193548387096776
1000.0,24.193548387096776
1000.0,1040.3225806451615
1222.2222222222222,24.193548387096776
