y,val
50.0000,1513.1888
150.0000,1512.7699
250.0000,1511.6487
350.0000,1509.9870
450.0000,1507.9919
550.0000,1505.8748
650.0000,1503.7863
750.0000,1501.8114
850.0000,1500.0144
950.0000,1498.4421
1050.0000,1497.1263
1150.0000,1496.0838
1250.0000,1495.3168
1350.0000,1494.8111
1450.0000,1494.5693
1550.0000,1494.5826
1650.0000,1494.8284
1750.0000,1495.2672
1850.0000,1495.8827
1950.0000,1496.6681
2050.0000,1497.6034
2150.0000,1498.6533
2250.0000,1499.7655
2350.0000,1500.9031
2450.0000,1502.0676
2550.0000,1503.2467
2650.0000,1504.4133
2750.0000,1505.5225
2850.0000,1506.5911
2950.0000,1507.6244
3050.0000,1508.6145
3150.0000,1509.5382
3250.0000,1510.3551
3350.0000,1511.0830
3450.0000,1511.7282
3550.0000,1512.2832
3650.0000,1512.7262
3750.0000,1513.0185
3850.0000,1513.1820
3950.0000,1513.2258
4050.0000,1513.1468
4150.0000,1512.9286
4250.0000,1512.6209
4350.0000,1512.2597
4450.0000,1511.8733
4550.0000,1511.4928
4650.0000,1511.1599
4750.0000,1510.9029
4850.0000,1510.7406
4950.0000,1510.6818
