y,val
0.0000,1515.8824
48.3871,1515.5499
96.7742,1514.6619
145.1613,1513.2774
193.5484,1511.4598
241.9355,1509.2775
290.3226,1506.8025
338.7097,1504.1108
387.0968,1501.2813
435.4839,1498.3958
483.8710,1495.5386
532.2581,1492.7950
580.6452,1490.2435
629.0323,1487.9473
677.4194,1485.9538
725.8065,1484.2950
774.1935,1482.9874
822.5806,1482.0324
870.9677,1481.4166
919.3548,1481.1116
967.7419,1481.0749
1016.1290,1481.2500
1064.5161,1481.5763
1112.9032,1481.9984
1161.2903,1482.4665
1209.6774,1482.9375
1258.0645,1483.3744
1306.4516,1483.7469
1354.8387,1484.0316
1403.2258,1484.2113
1451.6129,1484.2760
1500.0000,1484.2760
