y,val
0.0000,1518.9956
48.3871,1518.4681
96.7742,1517.1275
145.1613,1515.1273
193.5484,1512.6218
241.9355,1509.7560
290.3226,1506.6547
338.7097,1503.4231
387.0968,1500.1553
435.4839,1496.9444
483.8710,1493.8819
532.2581,1491.0508
580.6452,1488.5184
629.0323,1486.3373
677.4194,1484.5404
725.8065,1483.1366
774.1935,1482.1108
822.5806,1481.4329
870.9677,1481.0657
919.3548,1480.9651
967.7419,1481.0843
1016.1290,1481.3792
1064.5161,1481.8073
1112.9032,1482.3277
1161.2903,1482.8992
1209.6774,1483.4807
1258.0645,1484.0321
1306.4516,1484.5148
1354.8387,1484.8917
1403.2258,1485.1328
1451.6129,1485.2204
1500.0000,1485.2204
