y,val
0.0000,1504.2021
100.0000,1504.0841
200.0000,1503.7416
300.0000,1503.1953
400.0000,1502.5215
500.0000,1501.8241
600.0000,1501.1903
700.0000,1500.6771
800.0000,1500.3267
900.0000,1500.1687
1000.0000,1500.2198
1100.0000,1500.4845
1200.0000,1500.9538
1300.0000,1501.6181
1400.0000,1502.4657
1500.0000,1503.4729
1600.0000,1504.6025
1700.0000,1505.8011
1800.0000,1507.0651
1900.0000,1508.3795
2000.0000,1509.7163
2100.0000,1511.0337
2200.0000,1512.2739
2300.0000,1513.4324
2400.0000,1514.4891
2500.0000,1515.4095
2600.0000,1516.1442
2700.0000,1516.6278
2800.0000,1516.8759
2900.0000,1516.8922
3000.0000,1516.6674
3100.0000,1516.1783
3200.0000,1515.3870
3300.0000,1514.3243
3400.0000,1513.0083
3500.0000,1511.4448
3600.0000,1509.6257
3700.0000,1507.6737
3800.0000,1505.6456
3900.0000,1503.5878
4000.0000,1501.5372
4100.0000,1499.5224
4200.0000,1497.6033
4300.0000,1495.8295
4400.0000,1494.2451
4500.0000,1492.8953
4600.0000,1491.8136
4700.0000,1491.0227
4800.0000,1490.5374
4900.0000,1490.3634
5000.0000,1490.3634
