y,val
0.0000,1489.0122
100.0000,1489.0571
200.0000,1489.1840
300.0000,1489.3927
400.0000,1489.6824
500.0000,1490.0517
600.0000,1490.4987
700.0000,1491.0207
800.0000,1491.6139
900.0000,1492.2741
1000.0000,1492.9958
1100.0000,1493.7729
1200.0000,1494.5981
1300.0000,1495.4630
1400.0000,1496.3635
1500.0000,1497.2953
1600.0000,1498.2532
1700.0000,1499.2311
1800.0000,1500.2220
1900.0000,1501.2220
2000.0000,1502.2257
2100.0000,1503.2265
2200.0000,1504.2166
2300.0000,1505.1914
2400.0000,1506.1451
2500.0000,1507.0713
2600.0000,1507.9621
2700.0000,1508.8085
2800.0000,1509.6093
2900.0000,1510.3630
3000.0000,1511.0674
3100.0000,1511.7194
3200.0000,1512.3150
3300.0000,1512.8574
3400.0000,1513.3485
3500.0000,1513.7895
3600.0000,1514.1809
3700.0000,1514.5225
3800.0000,1514.8186
3900.0000,1515.0726
4000.0000,1515.2873
4100.0000,1515.4656
4200.0000,1515.6114
4300.0000,1515.7284
4400.0000,1515.8202
4500.0000,1515.8931
4600.0000,1515.9488
4700.0000,1515.9885
4800.0000,1516.0126
4900.0000,1516.0211
5000.0000,1516.0211
