y,val
0.0000,1517.6847
100.0000,1515.9881
200.0000,1511.9332
300.0000,1506.3207
400.0000,1499.9747
500.0000,1493.7334
600.0000,1488.4395
700.0000,1484.4176
800.0000,1481.7983
900.0000,1480.5071
1000.0000,1480.2919
1100.0000,1480.7242
1200.0000,1481.6942
1300.0000,1483.0700
1400.0000,1484.7260
1500.0000,1486.5355
1600.0000,1488.3462
1700.0000,1490.1959
1800.0000,1492.0933
1900.0000,1494.0312
2000.0000,1495.9478
2100.0000,1497.7782
2200.0000,1499.5009
2300.0000,1501.1283
2400.0000,1502.7053
2500.0000,1504.2706
2600.0000,1505.7758
2700.0000,1507.1766
2800.0000,1508.4740
2900.0000,1509.6593
3000.0000,1510.7037
3100.0000,1511.6539
3200.0000,1512.5547
3300.0000,1513.4556
3400.0000,1514.3827
3500.0000,1515.3003
3600.0000,1516.2452
3700.0000,1517.2447
3800.0000,1518.3321
3900.0000,1519.5107
4000.0000,1520.7335
4100.0000,1522.0867
4200.0000,1523.6237
4300.0000,1525.3463
4400.0000,1527.1892
4500.0000,1529.0131
4600.0000,1530.6330
4700.0000,1531.9028
4800.0000,1532.7171
4900.0000,1533.0119
5000.0000,1533.0119
