y,val
50.0000,1500.6355
150.0000,1500.4472
250.0000,1499.9210
350.0000,1499.0752
450.0000,1497.9400
550.0000,1496.5572
650.0000,1494.9799
750.0000,1493.2728
850.0000,1491.5116
950.0000,1489.7830
1050.0000,1488.1849
1150.0000,1486.8269
1250.0000,1485.8101
1350.0000,1485.2080
1450.0000,1485.0705
1550.0000,1485.4220
1650.0000,1486.2611
1750.0000,1487.5607
1850.0000,1489.2672
1950.0000,1491.3115
2050.0000,1493.5968
2150.0000,1495.9973
2250.0000,1498.3824
2350.0000,1500.6424
2450.0000,1502.7092
2550.0000,1504.5352
2650.0000,1506.0947
2750.0000,1507.3840
2850.0000,1508.4408
2950.0000,1509.3256
3050.0000,1510.1232
3150.0000,1510.9255
3250.0000,1511.8152
3350.0000,1512.8227
3450.0000,1513.9711
3550.0000,1515.2746
3650.0000,1516.7395
3750.0000,1518.3634
3850.0000,1520.0552
3950.0000,1521.7152
4050.0000,1523.2324
4150.0000,1524.6125
4250.0000,1525.8515
4350.0000,1526.9400
4450.0000,1527.8633
4550.0000,1528.6024
4650.0000,1529.1684
4750.0000,1529.5689
4850.0000,1529.8096
4950.0000,1529.8951
