y,val
50.0000,1513.4568
150.0000,1512.4867
250.0000,1509.9805
350.0000,1506.6565
450.0000,1503.2984
550.0000,1500.3608
650.0000,1497.9760
750.0000,1496.1158
850.0000,1494.7487
950.0000,1493.8398
1050.0000,1493.3504
1150.0000,1493.2380
1250.0000,1493.4559
1350.0000,1493.9516
1450.0000,1494.6858
1550.0000,1495.6161
1650.0000,1496.6957
1750.0000,1497.8723
1850.0000,1499.0865
1950.0000,1500.3140
2050.0000,1501.5271
2150.0000,1502.6933
2250.0000,1503.7743
2350.0000,1504.7735
2450.0000,1505.6930
2550.0000,1506.5315
2650.0000,1507.2840
2750.0000,1507.9407
2850.0000,1508.5177
2950.0000,1509.0299
3050.0000,1509.4895
3150.0000,1509.9058
3250.0000,1510.2841
3350.0000,1510.6332
3450.0000,1510.9586
3550.0000,1511.2629
3650.0000,1511.5454
3750.0000,1511.8018
3850.0000,1512.0315
3950.0000,1512.2294
4050.0000,1512.3871
4150.0000,1512.4940
4250.0000,1512.5602
4350.0000,1512.5899
4450.0000,1512.5863
4550.0000,1512.5617
4650.0000,1512.5328
4750.0000,1512.5082
4850.0000,1512.4927
4950.0000,1512.4865
