x,y
1.25693912,3.4821
0.65409160,1.9639
0.35806676,1.1518
0.23034742,1.0065
0.17376786,0.9669
0.14967587,0.9103
0.13449612,0.8748
0.12251561,0.8735
0.10857044,0.8780
0.09878503,0.8770
