x,y
3.96429342,10.6310
2.10724036,5.3972
1.06292837,3.3617
0.73533960,2.6250
0.59912326,2.2913
0.51534868,2.1397
0.43995024,1.9733
0.37413732,1.7493
0.33198813,1.5045
0.31167354,1.3223
