x,y
1.04004219,16.2921
0.89763861,25.8508
1.17554470,37.4330
1.62789943,51.1482
2.29105426,68.3527
3.31406490,91.3149
4.99234776,123.7085
7.83500390,171.6230
12.86429356,244.3358
38.32629453,538.2638
