y,val
50.0000,1508.2418
150.0000,1507.7764
250.0000,1506.4870
350.0000,1504.4476
450.0000,1501.7831
550.0000,1498.6671
650.0000,1495.3211
750.0000,1491.9727
850.0000,1488.8151
950.0000,1486.0094
1050.0000,1483.6869
1150.0000,1481.9501
1250.0000,1480.8703
1350.0000,1480.4834
1450.0000,1480.7879
1550.0000,1481.7474
1650.0000,1483.2898
1750.0000,1485.3242
1850.0000,1487.7566
1950.0000,1490.4826
2050.0000,1493.3915
2150.0000,1496.3666
2250.0000,1499.3000
2350.0000,1502.1100
2450.0000,1504.7063
2550.0000,1507.0204
2650.0000,1509.0087
2750.0000,1510.6540
2850.0000,1511.9579
2950.0000,1512.9520
3050.0000,1513.6967
3150.0000,1514.2650
3250.0000,1514.7280
3350.0000,1515.1426
3450.0000,1515.5626
3550.0000,1516.0393
3650.0000,1516.6065
3750.0000,1517.2737
3850.0000,1518.0969
3950.0000,1519.1132
4050.0000,1520.3409
4150.0000,1521.7778
4250.0000,1523.3381
4350.0000,1524.9206
4450.0000,1526.4063
4550.0000,1527.6564
4650.0000,1528.6523
4750.0000,1529.3788
4850.0000,1529.8248
4950.0000,1529.9841
