ssfe-ttt,ssfe-svd,e_rank
49.02901611687048,38.20920205192433,15.243445595503713
1203.0749574454048,16.281718670314156,34.22041576518592
797.1998578008652,81.11410435824631,42.01773343836469
538.2637524718969,56.26402953211483,41.93600899064515
2326.7053114761056,138.04750283476625,50.082436835887705
7.609520173866242,1.127643492971405,55.512071491857675
3.3415238276288783,4.817908226492188,16.713488074734887
6.42581169449176,2.481105904332771,25.727373683868507
6.459569507321999,2.8566292472243586,27.487326853590346
6.942023679196392,2.4668643808820376,79.59568731466624
