ssfe-ttt,ssfe-svd,c_coherence
49.02901611687048,38.20920205192433,0.1225918784302794
1203.0749574454048,16.281718670314156,0.10706652320687744
797.1998578008652,81.11410435824631,0.11552097725947626
538.2637524718969,56.26402953211483,0.11498930576588622
2326.7053114761056,138.04750283476625,0.11315003634370072
7.609520173866242,1.127643492971405,0.08423674915302634
3.3415238276288783,4.817908226492188,0.11822402346330381
6.42581169449176,2.481105904332771,0.11627687373162728
6.459569507321999,2.8566292472243586,0.1100255918573407
6.942023679196392,2.4668643808820376,0.095878370957253
