ssfe-ttt,ssfe-svd,resolution
49.02901611687048,38.20920205192433,3.081373177239298
1203.0749574454048,16.281718670314156,4.68532664968406
797.1998578008652,81.11410435824631,8.662533803675151
538.2637524718969,56.26402953211483,8.823699273535507
2326.7053114761056,138.04750283476625,8.940026065639639
7.609520173866242,1.127643492971405,11.641766920014543
3.3415238276288783,4.817908226492188,3.0229786384272237
6.42581169449176,2.481105904332771,2.900495702190765
6.459569507321999,2.8566292472243586,3.050212549304166
6.942023679196392,2.4668643808820376,10.273643696405273
