ssfe-ttt,ssfe-svd,rank
49.02901611687048,38.20920205192433,25.0
1203.0749574454048,16.281718670314156,59.0
797.1998578008652,81.11410435824631,95.0
538.2637524718969,56.26402953211483,94.0
2326.7053114761056,138.04750283476625,98.0
7.609520173866242,1.127643492971405,193.0
3.3415238276288783,4.817908226492188,27.0
6.42581169449176,2.481105904332771,43.0
6.459569507321999,2.8566292472243586,49.0
6.942023679196392,2.4668643808820376,178.0
