y,val
50.0000,1513.1456
150.0000,1512.2513
250.0000,1509.7913
350.0000,1505.9970
450.0000,1501.2392
550.0000,1496.0155
650.0000,1490.9269
750.0000,1486.5269
850.0000,1483.1788
950.0000,1481.0532
1050.0000,1480.1335
1150.0000,1480.2266
1250.0000,1481.0689
1350.0000,1482.4306
1450.0000,1484.1281
1550.0000,1486.0239
1650.0000,1488.0268
1750.0000,1490.0712
1850.0000,1492.1069
1950.0000,1494.0904
2050.0000,1495.9912
2150.0000,1497.7931
2250.0000,1499.4885
2350.0000,1501.0811
2450.0000,1502.5605
2550.0000,1503.9251
2650.0000,1505.2069
2750.0000,1506.4548
2850.0000,1507.6998
2950.0000,1508.9855
3050.0000,1510.3665
3150.0000,1511.8824
3250.0000,1513.5139
3350.0000,1515.0989
3450.0000,1516.4032
3550.0000,1517.1193
3650.0000,1517.4361
3750.0000,1517.5737
3850.0000,1517.7699
3950.0000,1518.2921
4050.0000,1519.4429
4150.0000,1521.1000
4250.0000,1523.0813
4350.0000,1525.2090
4450.0000,1527.3091
4550.0000,1529.2119
4650.0000,1530.8091
4750.0000,1532.0165
4850.0000,1532.7744
4950.0000,1533.0465
