x,y
3.61122551,8.3532
2.26541687,5.8566
1.16731885,3.5810
0.71933944,2.2306
0.53739941,1.7270
0.42099483,1.4434
1.39392579,4.0360
0.75059729,2.5650
0.57119085,2.1026
0.44444789,1.6325
