y,val
24.1935,1513.1991
72.5806,1513.0004
120.9677,1512.4227
169.3548,1511.4640
217.7419,1510.1348
266.1290,1508.4584
314.5161,1506.4702
362.9032,1504.2177
411.2903,1501.7597
459.6774,1499.1667
508.0645,1496.5202
556.4516,1493.9131
604.8387,1491.4353
653.2258,1489.1586
701.6129,1487.1385
750.0000,1485.4142
798.3871,1484.0092
846.7742,1482.9318
895.1613,1482.1751
943.5484,1481.7171
991.9355,1481.5205
1040.3226,1481.5322
1088.7097,1481.6946
1137.0968,1481.9567
1185.4839,1482.2742
1233.8710,1482.6083
1282.2581,1482.9267
1330.6452,1483.2027
1379.0323,1483.4157
1427.4194,1483.5510
1475.8065,1483.6000
