y,val
24.1935,1516.5985
72.5806,1516.3195
120.9677,1515.4369
169.3548,1513.9531
217.7419,1511.9608
266.1290,1509.4954
314.5161,1506.6473
362.9032,1503.5605
411.2903,1500.3336
459.6774,1497.0951
508.0645,1494.0019
556.4516,1491.1337
604.8387,1488.5759
653.2258,1486.4199
701.6129,1484.6644
750.0000,1483.2934
798.3871,1482.2759
846.7742,1481.5830
895.1613,1481.1687
943.5484,1480.9698
991.9355,1480.9818
1040.3226,1481.1902
1088.7097,1481.5708
1137.0968,1482.1073
1185.4839,1482.7733
1233.8710,1483.5331
1282.2581,1484.3033
1330.6452,1484.9843
1379.0323,1485.4584
1427.4194,1485.7407
1475.8065,1485.8395
