y,val
0.0000,1518.4538
48.3871,1517.8984
96.7742,1516.4811
145.1613,1514.3505
193.5484,1511.6557
241.9355,1508.5457
290.3226,1505.1689
338.7097,1501.6729
387.0968,1498.2046
435.4839,1494.9098
483.8710,1491.9345
532.2581,1489.4256
580.6452,1487.3836
629.0323,1485.7977
677.4194,1484.6448
725.8065,1483.8894
774.1935,1483.4826
822.5806,1483.3618
870.9677,1483.4505
919.3548,1483.6573
967.7419,1483.8754
1016.1290,1483.9807
1064.5161,1484.0034
1112.9032,1483.9684
1161.2903,1483.8969
1209.6774,1483.8065
1258.0645,1483.7120
1306.4516,1483.6252
1354.8387,1483.5556
1403.2258,1483.5101
1451.6129,1483.4937
1500.0000,1483.4937
