x_pos,y_pos
1888.888888888889,217.74193548387098
1888.888888888889,314.5161290322581
1888.888888888889,24.193548387096776
111.11111111111111,72.58064516129033
1000.0,24.193548387096776
111.11111111111111,411.2903225806452
111.11111111111111,169.35483870967744
111.11111111111111,459.6774193548387
1888.888888888889,411.2903225806452
1888.888888888889,508.0645161290323
1888.888888888889,362.90322580645164
333.33333333333337,24.193548387096776
1444.4444444444446,24.193548387096776
111.11111111111111,120.96774193548387
1888.888888888889,72.58064516129033
111.11111111111111,314.5161290322581
111.11111111111111,217.74193548387098
555.5555555555555,24.193548387096776
111.11111111111111,24.193548387096776
1666.6666666666667,24.193548387096776
1888.888888888889,169.35483870967744
1888.888888888889,459.6774193548387
1222.2222222222222,24.193548387096776
777.7777777777778,24.193548387096776
1888.888888888889,120.96774193548387
111.11111111111111,362.90322580645164
111.11111111111111,508.0645161290323
