y,val
24.1935,1514.2470
72.5806,1513.9571
120.9677,1513.1846
169.3548,1511.9797
217.7419,1510.3960
266.1290,1508.4901
314.5161,1506.3219
362.9032,1503.9541
411.2903,1501.4519
459.6774,1498.8832
508.0645,1496.3186
556.4516,1493.8313
604.8387,1491.4890
653.2258,1489.3458
701.6129,1487.4428
750.0000,1485.8085
798.3871,1484.4590
846.7742,1483.3984
895.1613,1482.6189
943.5484,1482.1007
991.9355,1481.8118
1040.3226,1481.7077
1088.7097,1481.7407
1137.0968,1481.8684
1185.4839,1482.0539
1233.8710,1482.2651
1282.2581,1482.4752
1330.6452,1482.6620
1379.0323,1482.8085
1427.4194,1482.9024
1475.8065,1482.9366
