x_pos,y_pos
1888.888888888889,491.3793103448276
333.33333333333337,284.48275862068965
1444.4444444444446,284.48275862068965
111.11111111111111,25.862068965517242
1666.6666666666667,25.862068965517242
1000.0,491.3793103448276
555.5555555555555,25.862068965517242
1222.2222222222222,25.862068965517242
777.7777777777778,25.862068965517242
333.33333333333337,491.3793103448276
1444.4444444444446,491.3793103448276
111.11111111111111,284.48275862068965
1666.6666666666667,284.48275862068965
555.5555555555555,284.48275862068965
1222.2222222222222,284.48275862068965
777.7777777777778,284.48275862068965
1888.888888888889,25.862068965517242
555.5555555555555,491.3793103448276
111.11111111111111,491.3793103448276
1222.2222222222222,491.3793103448276
1666.6666666666667,491.3793103448276
1000.0,25.862068965517242
1888.888888888889,284.48275862068965
777.7777777777778,491.3793103448276
333.33333333333337,25.862068965517242
1444.4444444444446,25.862068965517242
1000.0,284.48275862068965
