y,val
0.0000,1512.6138
100.0000,1511.8554
200.0000,1509.8655
300.0000,1507.0994
400.0000,1504.1406
500.0000,1501.4784
600.0000,1499.3092
700.0000,1497.6293
800.0000,1496.4125
900.0000,1495.6225
1000.0000,1495.2172
1100.0000,1495.1503
1200.0000,1495.3719
1300.0000,1495.8278
1400.0000,1496.4820
1500.0000,1497.2978
1600.0000,1498.2358
1700.0000,1499.2531
1800.0000,1500.3126
1900.0000,1501.3960
2000.0000,1502.4810
2100.0000,1503.5423
2200.0000,1504.5507
2300.0000,1505.5050
2400.0000,1506.4017
2500.0000,1507.2348
2600.0000,1507.9959
2700.0000,1508.6742
2800.0000,1509.2750
2900.0000,1509.8014
3000.0000,1510.2544
3100.0000,1510.6329
3200.0000,1510.9339
3300.0000,1511.1602
3400.0000,1511.3125
3500.0000,1511.3891
3600.0000,1511.3864
3700.0000,1511.2981
3800.0000,1511.1341
3900.0000,1510.9024
4000.0000,1510.6095
4100.0000,1510.2621
4200.0000,1509.8848
4300.0000,1509.4986
4400.0000,1509.1256
4500.0000,1508.7987
4600.0000,1508.5356
4700.0000,1508.3444
4800.0000,1508.2283
4900.0000,1508.1863
5000.0000,1508.1863
