y,val
0.0000,1514.0932
48.3871,1513.9377
96.7742,1513.5651
145.1613,1513.0117
193.5484,1512.2793
241.9355,1511.3836
290.3226,1510.3161
338.7097,1509.0884
387.0968,1507.6929
435.4839,1506.1335
483.8710,1504.3770
532.2581,1502.4039
580.6452,1500.2632
629.0323,1497.9959
677.4194,1495.6461
725.8065,1493.2491
774.1935,1490.8473
822.5806,1488.4682
870.9677,1486.1490
919.3548,1483.9169
967.7419,1481.7986
1016.1290,1479.8111
1064.5161,1477.9779
1112.9032,1476.3209
1161.2903,1474.8546
1209.6774,1473.5905
1258.0645,1472.5383
1306.4516,1471.7073
1354.8387,1471.1041
1403.2258,1470.7306
1451.6129,1470.5968
1500.0000,1470.5968
