ssfe-ttt,ssfe-svd,rank
45.61323408442467,15.835717299328909,25.0
168.15835579420255,16.234868840348092,59.0
222.7175871777552,7.990197516789858,95.0
4.461948068627432,7.057305541706379,94.0
158.29914958123004,3.667450949076217,98.0
1.2351042527486544,1.127643492971405,193.0
3.1438781791126,3.0180578600513965,27.0
2.618496139492446,2.481105904332771,43.0
2.000030240844094,2.2940417622744307,49.0
1.5543487542859264,2.4345002376648948,178.0
