y,val
0.0000,1488.4051
100.0000,1488.4949
200.0000,1488.7477
300.0000,1489.1608
400.0000,1489.7289
500.0000,1490.4443
600.0000,1491.2969
700.0000,1492.2743
800.0000,1493.3613
900.0000,1494.5404
1000.0000,1495.7911
1100.0000,1497.0904
1200.0000,1498.4118
1300.0000,1499.7251
1400.0000,1501.0141
1500.0000,1502.2613
1600.0000,1503.4468
1700.0000,1504.5473
1800.0000,1505.5577
1900.0000,1506.4783
2000.0000,1507.3073
2100.0000,1508.0407
2200.0000,1508.6715
2300.0000,1509.2129
2400.0000,1509.6768
2500.0000,1510.0737
2600.0000,1510.4124
2700.0000,1510.6994
2800.0000,1510.9468
2900.0000,1511.1658
3000.0000,1511.3661
3100.0000,1511.5559
3200.0000,1511.7412
3300.0000,1511.9246
3400.0000,1512.1069
3500.0000,1512.2874
3600.0000,1512.4632
3700.0000,1512.6291
3800.0000,1512.7829
3900.0000,1512.9199
4000.0000,1513.0336
4100.0000,1513.1159
4200.0000,1513.1725
4300.0000,1513.2056
4400.0000,1513.2169
4500.0000,1513.2135
4600.0000,1513.2053
4700.0000,1513.1972
4800.0000,1513.1920
4900.0000,1513.1899
5000.0000,1513.1899
