y,val
24.1935,1515.0363
72.5806,1514.7083
120.9677,1513.7942
169.3548,1512.3283
217.7419,1510.3644
266.1290,1507.9750
314.5161,1505.2512
362.9032,1502.3014
411.2903,1499.2511
459.6774,1496.2430
508.0645,1493.4365
556.4516,1491.0095
604.8387,1488.9638
653.2258,1487.2937
701.6129,1485.9847
750.0000,1485.0132
798.3871,1484.3456
846.7742,1483.9383
895.1613,1483.7377
943.5484,1483.6790
991.9355,1483.6866
1040.3226,1483.6726
1088.7097,1483.6450
1137.0968,1483.6095
1185.4839,1483.5705
1233.8710,1483.5318
1282.2581,1483.4961
1330.6452,1483.4659
1379.0323,1483.4428
1427.4194,1483.4283
1475.8065,1483.4231
