y,val
0.0000,1505.7724
100.0000,1505.4444
200.0000,1504.4174
300.0000,1502.6547
400.0000,1500.2014
500.0000,1497.1724
600.0000,1493.7487
700.0000,1490.1589
800.0000,1486.7009
900.0000,1483.7435
1000.0000,1481.7172
1100.0000,1481.1212
1200.0000,1481.5741
1300.0000,1482.7634
1400.0000,1484.4320
1500.0000,1486.3703
1600.0000,1488.4163
1700.0000,1490.4490
1800.0000,1492.4016
1900.0000,1494.2536
2000.0000,1496.0325
2100.0000,1497.7945
2200.0000,1499.5171
2300.0000,1501.1945
2400.0000,1502.8236
2500.0000,1504.3847
2600.0000,1505.8676
2700.0000,1507.2576
2800.0000,1508.5519
2900.0000,1509.7494
3000.0000,1510.8267
3100.0000,1511.7909
3200.0000,1512.6783
3300.0000,1513.5313
3400.0000,1514.3894
3500.0000,1515.2727
3600.0000,1516.2225
3700.0000,1517.2756
3800.0000,1518.4820
3900.0000,1519.8879
4000.0000,1521.5048
4100.0000,1523.1842
4200.0000,1524.8467
4300.0000,1526.4191
4400.0000,1527.8354
4500.0000,1529.0406
4600.0000,1530.0117
4700.0000,1530.7267
4800.0000,1531.1685
4900.0000,1531.3250
5000.0000,1531.3250
