ssfe,rcond
15.835717299328909,7.871618100125595e-17
1.4556175151099797,9.035382068129629e-17
4.8230884985179285,6.997165743488672e-17
2.569520700582232,7.778101836163141e-17
3.3018817693911635,7.21545322037799e-17
