x_pos,y_pos
1222.2222222222222,24.193548387096776
777.7777777777778,24.193548387096776
111.11111111111111,169.35483870967744
1888.888888888889,24.193548387096776
111.11111111111111,459.6774193548387
111.11111111111111,895.1612903225807
111.11111111111111,1185.483870967742
333.33333333333337,24.193548387096776
1444.4444444444446,24.193548387096776
111.11111111111111,314.5161290322581
111.11111111111111,604.8387096774194
111.11111111111111,1040.3225806451615
555.5555555555555,24.193548387096776
111.11111111111111,24.193548387096776
1666.6666666666667,24.193548387096776
1000.0,24.193548387096776
111.11111111111111,750.0
111.11111111111111,1330.6451612903227
