x,y
1.60966524,11.2885
1.28396531,12.6838
1.27565601,16.8895
2.31602051,6.3212
0.70159999,3.7913
0.74547986,3.9327
0.95235936,7.9024
1.32982054,15.4258
1.88228422,26.8731
2.53832902,42.6570
