y,val
0.0000,1516.8630
100.0000,1515.2905
200.0000,1511.6267
300.0000,1506.5527
400.0000,1500.7467
500.0000,1494.8821
600.0000,1489.6306
700.0000,1485.3658
800.0000,1482.3233
900.0000,1480.5630
1000.0000,1479.9794
1100.0000,1480.2985
1200.0000,1481.2462
1300.0000,1482.6111
1400.0000,1484.2271
1500.0000,1485.9846
1600.0000,1487.8322
1700.0000,1489.7431
1800.0000,1491.7107
1900.0000,1493.6914
2000.0000,1495.6419
2100.0000,1497.5257
2200.0000,1499.3214
2300.0000,1501.0474
2400.0000,1502.6827
2500.0000,1504.2160
2600.0000,1505.6513
2700.0000,1507.0034
2800.0000,1508.2730
2900.0000,1509.4646
3000.0000,1510.5858
3100.0000,1511.6452
3200.0000,1512.6845
3300.0000,1513.7037
3400.0000,1514.7015
3500.0000,1515.6741
3600.0000,1516.6603
3700.0000,1517.6734
3800.0000,1518.7444
3900.0000,1519.9127
4000.0000,1521.2263
4100.0000,1522.6678
4200.0000,1524.2269
4300.0000,1525.8559
4400.0000,1527.4699
4500.0000,1528.9467
4600.0000,1530.1956
4700.0000,1531.1445
4800.0000,1531.7419
4900.0000,1531.9574
5000.0000,1531.9574
