y,val
0.0000,1519.1508
48.3871,1518.6047
96.7742,1517.2346
145.1613,1515.2047
193.5484,1512.6710
241.9355,1509.7775
290.3226,1506.6536
338.7097,1503.4133
387.0968,1500.1589
435.4839,1496.9835
483.8710,1493.9714
532.2581,1491.1951
580.6452,1488.7114
629.0323,1486.5624
677.4194,1484.7742
725.8065,1483.3552
774.1935,1482.2963
822.5806,1481.5759
870.9677,1481.1640
919.3548,1481.0228
967.7419,1481.1093
1016.1290,1481.3797
1064.5161,1481.7887
1112.9032,1482.2908
1161.2903,1482.8419
1209.6774,1483.3988
1258.0645,1483.9210
1306.4516,1484.3725
1354.8387,1484.7215
1403.2258,1484.9434
1451.6129,1485.0236
1500.0000,1485.0236
