x,y
2.62791031,8.5248
1.11020507,5.0965
0.62732340,4.0904
0.59430934,3.5334
0.45820009,2.7632
0.44757367,2.4527
0.39839636,2.3462
0.33090016,2.1739
0.28026703,2.0494
0.24572130,2.0000
