y,val
50.0000,1514.2476
150.0000,1513.3714
250.0000,1510.9483
350.0000,1507.1859
450.0000,1502.4336
550.0000,1497.1499
650.0000,1491.9172
750.0000,1487.1842
850.0000,1483.3096
950.0000,1480.4595
1050.0000,1478.7156
1150.0000,1478.0771
1250.0000,1478.4608
1350.0000,1479.6865
1450.0000,1481.5356
1550.0000,1483.8197
1650.0000,1486.3789
1750.0000,1489.0752
1850.0000,1491.7985
1950.0000,1494.4340
2050.0000,1496.8925
2150.0000,1499.1257
2250.0000,1501.1149
2350.0000,1502.8730
2450.0000,1504.3927
2550.0000,1505.6983
2650.0000,1506.8407
2750.0000,1507.8839
2850.0000,1508.8358
2950.0000,1509.7160
3050.0000,1510.5589
3150.0000,1511.4116
3250.0000,1512.3347
3350.0000,1513.3146
3450.0000,1514.3483
3550.0000,1515.4435
3650.0000,1516.6199
3750.0000,1517.9095
3850.0000,1519.2712
3950.0000,1520.6726
4050.0000,1522.0903
4150.0000,1523.5107
4250.0000,1524.8827
4350.0000,1526.1619
4450.0000,1527.3106
4550.0000,1528.2983
4650.0000,1529.0980
4750.0000,1529.6880
4850.0000,1530.0528
4950.0000,1530.1830
