x,y
0.82317307,2.0428
0.20849223,1.6971
0.18235791,1.5651
0.13494779,1.5098
0.09189534,1.4713
0.06856555,1.4504
0.06440952,1.4410
0.06319178,1.4414
0.06169324,1.4472
0.06127872,1.4531
