x,y
0.98489822,7.7388
0.17515675,8.2859
0.14210869,8.2651
0.11525700,8.2573
0.07623867,8.2035
0.05822885,8.1784
0.06149356,8.2404
0.06433809,8.3968
0.06360848,8.6140
0.06383722,8.8482
