y,val
50.0000,1512.6138
150.0000,1511.8554
250.0000,1509.8655
350.0000,1507.0994
450.0000,1504.1406
550.0000,1501.4784
650.0000,1499.3092
750.0000,1497.6293
850.0000,1496.4125
950.0000,1495.6225
1050.0000,1495.2172
1150.0000,1495.1503
1250.0000,1495.3719
1350.0000,1495.8278
1450.0000,1496.4820
1550.0000,1497.2978
1650.0000,1498.2358
1750.0000,1499.2531
1850.0000,1500.3126
1950.0000,1501.3960
2050.0000,1502.4810
2150.0000,1503.5423
2250.0000,1504.5507
2350.0000,1505.5050
2450.0000,1506.4017
2550.0000,1507.2348
2650.0000,1507.9959
2750.0000,1508.6742
2850.0000,1509.2750
2950.0000,1509.8014
3050.0000,1510.2544
3150.0000,1510.6329
3250.0000,1510.9339
3350.0000,1511.1602
3450.0000,1511.3125
3550.0000,1511.3891
3650.0000,1511.3864
3750.0000,1511.2981
3850.0000,1511.1341
3950.0000,1510.9024
4050.0000,1510.6095
4150.0000,1510.2621
4250.0000,1509.8848
4350.0000,1509.4986
4450.0000,1509.1256
4550.0000,1508.7987
4650.0000,1508.5356
4750.0000,1508.3444
4850.0000,1508.2283
4950.0000,1508.1863
