y,val
24.1935,1519.1463
72.5806,1518.6689
120.9677,1517.5167
169.3548,1515.8192
217.7419,1513.6403
266.1290,1511.0786
314.5161,1508.1501
362.9032,1504.7883
411.2903,1501.2221
459.6774,1497.6089
508.0645,1494.0370
556.4516,1490.7314
604.8387,1487.8569
653.2258,1485.5214
701.6129,1483.7430
750.0000,1482.4807
798.3871,1481.6348
846.7742,1481.1606
895.1613,1480.9597
943.5484,1480.8790
991.9355,1480.9484
1040.3226,1481.1553
1088.7097,1481.4451
1137.0968,1481.8875
1185.4839,1482.5173
1233.8710,1483.3366
1282.2581,1484.2260
1330.6452,1485.0277
1379.0323,1485.5432
1427.4194,1485.8323
1475.8065,1485.9302
