y,val
0.0000,1514.8215
48.3871,1514.5943
96.7742,1513.9886
145.1613,1513.0458
193.5484,1511.8095
241.9355,1510.3251
290.3226,1508.6376
338.7097,1506.7942
387.0968,1504.8401
435.4839,1502.8164
483.8710,1500.7587
532.2581,1498.6942
580.6452,1496.6397
629.0323,1494.6108
677.4194,1492.6225
725.8065,1490.6883
774.1935,1488.8211
822.5806,1487.0328
870.9677,1485.3342
919.3548,1483.7352
967.7419,1482.2451
1016.1290,1480.8720
1064.5161,1479.6233
1112.9032,1478.5055
1161.2903,1477.5244
1209.6774,1476.6849
1258.0645,1475.9912
1306.4516,1475.4466
1354.8387,1475.0539
1403.2258,1474.8149
1451.6129,1474.7306
1500.0000,1474.7306
