ssfe-ttt,ssfe-svd,c_coherence
23.066383131640297,19.835710711185286,0.12127285307814462
9336.245197026452,14.720325723608697,0.10587063480650144
718.0023777897067,42.65701308907247,0.11380895024741841
54.43538772876449,13.755615881011497,0.11339966502304184
1587.1486797609152,5.09692806894866,0.11100338545896977
2.0026704272430584,2.2005097382666023,0.08318251627641736
3.9597980131249604,4.204205631916324,0.11690710329427295
5.02167945612049,1.880054035417595,0.11481710338583627
3.930100126089717,1.55532436903078,0.10858941955732791
1.7825987482888648,1.5566413681629188,0.09434082901069321
