ssfe-ttt,ssfe-svd,e_rank
23.066383131640297,19.835710711185286,13.255897336758654
9336.245197026452,14.720325723608697,32.61338975443624
718.0023777897067,42.65701308907247,42.357005831405836
54.43538772876449,13.755615881011497,42.208718759225896
1587.1486797609152,5.09692806894866,51.837112875344495
2.0026704272430584,2.2005097382666023,53.57774493001841
3.9597980131249604,4.204205631916324,14.737938446698982
5.02167945612049,1.880054035417595,23.493606517054587
3.930100126089717,1.55532436903078,25.251508177931843
1.7825987482888648,1.5566413681629188,77.74125516386331
