y,val
50.0000,1516.8946
150.0000,1513.0877
250.0000,1511.2482
350.0000,1508.4132
450.0000,1502.2256
550.0000,1493.8482
650.0000,1486.7423
750.0000,1482.6304
850.0000,1481.3010
950.0000,1480.9605
1050.0000,1480.9754
1150.0000,1481.4347
1250.0000,1482.3051
1350.0000,1483.4825
1450.0000,1484.8554
1550.0000,1486.4078
1650.0000,1488.1627
1750.0000,1490.0626
1850.0000,1491.9780
1950.0000,1493.9123
2050.0000,1495.9994
2150.0000,1498.1642
2250.0000,1499.6274
2350.0000,1501.0216
2450.0000,1502.4755
2550.0000,1504.2537
2650.0000,1505.8158
2750.0000,1507.0411
2850.0000,1508.4794
2950.0000,1509.7392
3050.0000,1510.7822
3150.0000,1511.6483
3250.0000,1512.5590
3350.0000,1513.4007
3450.0000,1514.4565
3550.0000,1515.5227
3650.0000,1516.5150
3750.0000,1517.4244
3850.0000,1518.5338
3950.0000,1519.6676
4050.0000,1520.8258
4150.0000,1522.1278
4250.0000,1523.5270
4350.0000,1525.0104
4450.0000,1526.6372
4550.0000,1528.3179
4650.0000,1530.0504
4750.0000,1531.8190
4850.0000,1533.6320
4950.0000,1535.5177
