x,y
0.95538602,2.4434
0.37861595,2.2728
0.27474883,2.5463
0.22301337,2.6534
0.21732686,2.5944
0.21984756,2.4322
0.21517531,2.2238
0.19912976,2.0126
0.17232419,1.8224
0.14143289,1.6566
