y,val
50.0000,1516.8630
150.0000,1515.2905
250.0000,1511.6267
350.0000,1506.5527
450.0000,1500.7467
550.0000,1494.8821
650.0000,1489.6306
750.0000,1485.3658
850.0000,1482.3233
950.0000,1480.5630
1050.0000,1479.9794
1150.0000,1480.2985
1250.0000,1481.2462
1350.0000,1482.6111
1450.0000,1484.2271
1550.0000,1485.9846
1650.0000,1487.8322
1750.0000,1489.7431
1850.0000,1491.7107
1950.0000,1493.6914
2050.0000,1495.6419
2150.0000,1497.5257
2250.0000,1499.3214
2350.0000,1501.0474
2450.0000,1502.6827
2550.0000,1504.2160
2650.0000,1505.6513
2750.0000,1507.0034
2850.0000,1508.2730
2950.0000,1509.4646
3050.0000,1510.5858
3150.0000,1511.6452
3250.0000,1512.6845
3350.0000,1513.7037
3450.0000,1514.7015
3550.0000,1515.6741
3650.0000,1516.6603
3750.0000,1517.6734
3850.0000,1518.7444
3950.0000,1519.9127
4050.0000,1521.2263
4150.0000,1522.6678
4250.0000,1524.2269
4350.0000,1525.8559
4450.0000,1527.4699
4550.0000,1528.9467
4650.0000,1530.1956
4750.0000,1531.1445
4850.0000,1531.7419
4950.0000,1531.9574
