y,val
0.0000,1513.1991
48.3871,1513.0004
96.7742,1512.4227
145.1613,1511.4640
193.5484,1510.1348
241.9355,1508.4584
290.3226,1506.4702
338.7097,1504.2177
387.0968,1501.7597
435.4839,1499.1667
483.8710,1496.5202
532.2581,1493.9131
580.6452,1491.4353
629.0323,1489.1586
677.4194,1487.1385
725.8065,1485.4142
774.1935,1484.0092
822.5806,1482.9318
870.9677,1482.1751
919.3548,1481.7171
967.7419,1481.5205
1016.1290,1481.5322
1064.5161,1481.6946
1112.9032,1481.9567
1161.2903,1482.2742
1209.6774,1482.6083
1258.0645,1482.9267
1306.4516,1483.2027
1354.8387,1483.4157
1403.2258,1483.5510
1451.6129,1483.6000
1500.0000,1483.6000
