y,val
0.0000,1511.8387
100.0000,1511.2216
200.0000,1509.5983
300.0000,1507.3293
400.0000,1504.8765
500.0000,1502.6239
600.0000,1500.7293
700.0000,1499.1995
800.0000,1498.0235
900.0000,1497.1814
1000.0000,1496.6485
1100.0000,1496.3961
1200.0000,1496.3920
1300.0000,1496.6002
1400.0000,1496.9969
1500.0000,1497.5570
1600.0000,1498.2528
1700.0000,1499.0530
1800.0000,1499.9270
1900.0000,1500.8587
2000.0000,1501.8283
2100.0000,1502.8126
2200.0000,1503.7850
2300.0000,1504.7394
2400.0000,1505.6666
2500.0000,1506.5544
2600.0000,1507.3872
2700.0000,1508.1466
2800.0000,1508.8330
2900.0000,1509.4439
3000.0000,1509.9742
3100.0000,1510.4160
3200.0000,1510.7583
3300.0000,1511.0071
3400.0000,1511.1653
3500.0000,1511.2339
3600.0000,1511.2110
3700.0000,1511.0926
3800.0000,1510.8939
3900.0000,1510.6275
4000.0000,1510.3048
4100.0000,1509.9373
4200.0000,1509.5483
4300.0000,1509.1579
4400.0000,1508.7868
4500.0000,1508.4638
4600.0000,1508.2041
4700.0000,1508.0150
4800.0000,1507.8997
4900.0000,1507.8581
5000.0000,1507.8581
