y,val
0.0000,1508.1526
100.0000,1507.6925
200.0000,1506.4175
300.0000,1504.4005
400.0000,1501.7643
500.0000,1498.6798
600.0000,1495.3647
700.0000,1492.0430
800.0000,1488.9053
900.0000,1486.1107
1000.0000,1483.7892
1100.0000,1482.0430
1200.0000,1480.9429
1300.0000,1480.5252
1400.0000,1480.7916
1500.0000,1481.7098
1600.0000,1483.2123
1700.0000,1485.2127
1800.0000,1487.6211
1900.0000,1490.3351
2000.0000,1493.2449
2100.0000,1496.2335
2200.0000,1499.1917
2300.0000,1502.0347
2400.0000,1504.6706
2500.0000,1507.0286
2600.0000,1509.0618
2700.0000,1510.7488
2800.0000,1512.0882
2900.0000,1513.1074
3000.0000,1513.8616
3100.0000,1514.4175
3200.0000,1514.8381
3300.0000,1515.1936
3400.0000,1515.5505
3500.0000,1515.9725
3600.0000,1516.5093
3700.0000,1517.1889
3800.0000,1518.0507
3900.0000,1519.1155
4000.0000,1520.3856
4100.0000,1521.8395
4200.0000,1523.3972
4300.0000,1524.9627
4400.0000,1526.4241
4500.0000,1527.6527
4600.0000,1528.6310
4700.0000,1529.3444
4800.0000,1529.7825
4900.0000,1529.9394
5000.0000,1529.9394
