y,val
0.0000,1511.3522
100.0000,1510.5721
200.0000,1508.4306
300.0000,1505.1087
400.0000,1500.9066
500.0000,1496.2394
600.0000,1491.6330
700.0000,1487.5804
800.0000,1484.4057
900.0000,1482.2741
1000.0000,1481.1981
1100.0000,1481.0390
1200.0000,1481.5972
1300.0000,1482.7013
1400.0000,1484.2040
1500.0000,1485.9803
1600.0000,1487.9259
1700.0000,1489.9551
1800.0000,1491.9984
1900.0000,1494.0064
2000.0000,1495.9462
2100.0000,1497.8015
2200.0000,1499.5644
2300.0000,1501.2260
2400.0000,1502.7931
2500.0000,1504.2717
2600.0000,1505.6631
2700.0000,1506.9586
2800.0000,1508.1791
2900.0000,1509.3363
3000.0000,1510.4332
3100.0000,1511.4670
3200.0000,1512.4319
3300.0000,1513.3505
3400.0000,1514.2428
3500.0000,1515.1258
3600.0000,1516.0213
3700.0000,1516.9596
3800.0000,1517.9954
3900.0000,1519.1929
4000.0000,1520.6274
4100.0000,1522.3130
4200.0000,1524.1863
4300.0000,1526.1367
4400.0000,1528.0057
4500.0000,1529.5864
4600.0000,1530.8514
4700.0000,1531.7777
4800.0000,1532.3476
4900.0000,1532.5497
5000.0000,1532.5497
