y,val
0.0000,1514.2470
48.3871,1513.9571
96.7742,1513.1846
145.1613,1511.9797
193.5484,1510.3960
241.9355,1508.4901
290.3226,1506.3219
338.7097,1503.9541
387.0968,1501.4519
435.4839,1498.8832
483.8710,1496.3186
532.2581,1493.8313
580.6452,1491.4890
629.0323,1489.3458
677.4194,1487.4428
725.8065,1485.8085
774.1935,1484.4590
822.5806,1483.3984
870.9677,1482.6189
919.3548,1482.1007
967.7419,1481.8118
1016.1290,1481.7077
1064.5161,1481.7407
1112.9032,1481.8684
1161.2903,1482.0539
1209.6774,1482.2651
1258.0645,1482.4752
1306.4516,1482.6620
1354.8387,1482.8085
1403.2258,1482.9024
1451.6129,1482.9366
1500.0000,1482.9366
