x,y
0.74108016,10.3244
0.25888290,11.2564
0.14206593,11.8184
0.11687816,12.3089
0.11467464,12.7430
0.10812490,13.1837
0.09785758,13.6461
0.08958369,14.1112
0.08397545,14.5585
0.08069819,14.9815
