y,val
50.0000,1489.0124
150.0000,1489.0573
250.0000,1489.1842
350.0000,1489.3928
450.0000,1489.6825
550.0000,1490.0518
650.0000,1490.4988
750.0000,1491.0208
850.0000,1491.6141
950.0000,1492.2742
1050.0000,1492.9959
1150.0000,1493.7730
1250.0000,1494.5982
1350.0000,1495.4631
1450.0000,1496.3636
1550.0000,1497.2954
1650.0000,1498.2533
1750.0000,1499.2312
1850.0000,1500.2221
1950.0000,1501.2221
2050.0000,1502.2258
2150.0000,1503.2265
2250.0000,1504.2166
2350.0000,1505.1913
2450.0000,1506.1451
2550.0000,1507.0712
2650.0000,1507.9621
2750.0000,1508.8085
2850.0000,1509.6093
2950.0000,1510.3629
3050.0000,1511.0673
3150.0000,1511.7193
3250.0000,1512.3149
3350.0000,1512.8573
3450.0000,1513.3485
3550.0000,1513.7895
3650.0000,1514.1808
3750.0000,1514.5225
3850.0000,1514.8185
3950.0000,1515.0725
4050.0000,1515.2872
4150.0000,1515.4655
4250.0000,1515.6113
4350.0000,1515.7283
4450.0000,1515.8202
4550.0000,1515.8930
4650.0000,1515.9488
4750.0000,1515.9884
4850.0000,1516.0125
4950.0000,1516.0210
