y,val
50.0000,1513.3188
150.0000,1512.3738
250.0000,1509.9312
350.0000,1506.6858
450.0000,1503.3970
550.0000,1500.5066
650.0000,1498.1454
750.0000,1496.2891
850.0000,1494.9099
950.0000,1493.9762
1050.0000,1493.4527
1150.0000,1493.2997
1250.0000,1493.4733
1350.0000,1493.9240
1450.0000,1494.6143
1550.0000,1495.5041
1650.0000,1496.5483
1750.0000,1497.6962
1850.0000,1498.8900
1950.0000,1500.1061
2050.0000,1501.3167
2150.0000,1502.4896
2250.0000,1503.5860
2350.0000,1504.6089
2450.0000,1505.5587
2550.0000,1506.4327
2650.0000,1507.2237
2750.0000,1507.9195
2850.0000,1508.5357
2950.0000,1509.0854
3050.0000,1509.5791
3150.0000,1510.0238
3250.0000,1510.4225
3350.0000,1510.7844
3450.0000,1511.1155
3550.0000,1511.4187
3650.0000,1511.6931
3750.0000,1511.9341
3850.0000,1512.1429
3950.0000,1512.3163
4050.0000,1512.4479
4150.0000,1512.5283
4250.0000,1512.5690
4350.0000,1512.5753
4450.0000,1512.5517
4550.0000,1512.5103
4650.0000,1512.4679
4750.0000,1512.4334
4850.0000,1512.4116
4950.0000,1512.4032
