y,val
0.0000,1499.6792
100.0000,1499.5098
200.0000,1499.0368
300.0000,1498.2815
400.0000,1497.2700
500.0000,1496.0358
600.0000,1494.6189
700.0000,1493.0882
800.0000,1491.5210
900.0000,1489.9944
1000.0000,1488.5940
1100.0000,1487.4148
1200.0000,1486.5471
1300.0000,1486.0494
1400.0000,1485.9649
1500.0000,1486.3192
1600.0000,1487.1211
1700.0000,1488.3305
1800.0000,1489.8991
1900.0000,1491.7647
2000.0000,1493.8429
2100.0000,1496.0264
2200.0000,1498.2200
2300.0000,1500.3381
2400.0000,1502.3180
2500.0000,1504.1080
2600.0000,1505.6950
2700.0000,1507.0801
2800.0000,1508.2883
2900.0000,1509.3598
3000.0000,1510.3503
3100.0000,1511.3173
3200.0000,1512.2961
3300.0000,1513.3279
3400.0000,1514.4418
3500.0000,1515.6556
3600.0000,1516.9609
3700.0000,1518.3359
3800.0000,1519.7659
3900.0000,1521.2226
4000.0000,1522.6646
4100.0000,1524.0443
4200.0000,1525.3327
4300.0000,1526.5026
4400.0000,1527.5292
4500.0000,1528.3914
4600.0000,1529.0777
4700.0000,1529.5780
4800.0000,1529.8850
4900.0000,1529.9937
5000.0000,1529.9937
