x,y
0.96636213,6.6398
0.65340761,5.1032
0.48966880,4.0297
0.38086210,3.2530
0.30761081,2.6889
0.25940057,2.2800
0.22888218,1.9847
0.21028707,1.7724
0.19928473,1.6200
0.19290853,1.5106
