x_pos,y_pos
1000.0,1474.1379310344828
1888.888888888889,905.1724137931035
1888.888888888889,439.65517241379314
1888.888888888889,1474.1379310344828
1444.4444444444446,1474.1379310344828
1888.888888888889,750.0
1222.2222222222222,1474.1379310344828
1888.888888888889,181.0344827586207
333.33333333333337,1474.1379310344828
111.11111111111111,1474.1379310344828
1666.6666666666667,1474.1379310344828
1888.888888888889,336.2068965517241
1888.888888888889,1318.9655172413793
1888.888888888889,594.8275862068965
555.5555555555555,1474.1379310344828
1888.888888888889,1163.7931034482758
1888.888888888889,1060.344827586207
777.7777777777778,1474.1379310344828
