y,val
0.0000,1519.0128
48.3871,1518.3916
96.7742,1516.9916
145.1613,1515.1896
193.5484,1513.3859
241.9355,1511.3590
290.3226,1508.8708
338.7097,1505.6636
387.0968,1501.9612
435.4839,1497.9915
483.8710,1493.9877
532.2581,1490.2495
580.6452,1487.0842
629.0323,1484.8114
677.4194,1483.2782
725.8065,1482.3225
774.1935,1481.7698
822.5806,1481.5263
870.9677,1481.4872
919.3548,1481.5362
967.7419,1481.6273
1016.1290,1481.7059
1064.5161,1481.7088
1112.9032,1481.8003
1161.2903,1482.1475
1209.6774,1482.9240
1258.0645,1483.9074
1306.4516,1484.8625
1354.8387,1485.5383
1403.2258,1485.9453
1451.6129,1486.0885
1500.0000,1486.0885
