y,val
0.0000,1518.6873
48.3871,1518.2338
96.7742,1517.0677
145.1613,1515.2978
193.5484,1513.0268
241.9355,1510.3477
290.3226,1507.3386
338.7097,1504.0623
387.0968,1500.6641
435.4839,1497.2744
483.8710,1494.0092
532.2581,1490.9912
580.6452,1488.3264
629.0323,1486.1063
677.4194,1484.3309
725.8065,1482.9795
774.1935,1482.0098
822.5806,1481.3795
870.9677,1481.0249
919.3548,1480.8603
967.7419,1480.8886
1016.1290,1481.0968
1064.5161,1481.4556
1112.9032,1481.9711
1161.2903,1482.6361
1209.6774,1483.4305
1258.0645,1484.2524
1306.4516,1484.9833
1354.8387,1485.4872
1403.2258,1485.7850
1451.6129,1485.8887
1500.0000,1485.8887
