x,y
2.08331394,15.6721
2.53279650,24.9478
3.87760994,42.6111
6.88071906,73.5721
14.24772364,133.3593
37.79596869,283.0621
197.60210079,1792.1263
219.42645927,2240.0440
137.96307960,865.6048
465.76745989,1587.1487
