y,val
0.0000,1491.9516
48.3871,1491.9514
96.7742,1491.9509
145.1613,1491.9501
193.5484,1491.9490
241.9355,1491.9476
290.3226,1491.9461
338.7097,1491.9444
387.0968,1491.9426
435.4839,1491.9406
483.8710,1491.9386
532.2581,1491.9365
580.6452,1491.9343
629.0323,1491.9322
677.4194,1491.9300
725.8065,1491.9279
774.1935,1491.9258
822.5806,1491.9238
870.9677,1491.9219
919.3548,1491.9201
967.7419,1491.9184
1016.1290,1491.9168
1064.5161,1491.9153
1112.9032,1491.9140
1161.2903,1491.9128
1209.6774,1491.9118
1258.0645,1491.9110
1306.4516,1491.9104
1354.8387,1491.9099
1403.2258,1491.9096
1451.6129,1491.9095
1500.0000,1491.9095
